date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:46	380512/380512	---M--	200	added ('OK')	image/png	etag:%225ce60-59ac5452004d6%22	http://localhost/ShopOnline/public/upload/images/image4-1-banner-trai.png?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/images/image4-1-banner-traide56.png	(from http://localhost/ShopOnline/home)
21:20:49	19676/19676	---M--	200	added ('OK')	image/jpeg	etag:%224cdc-59a7f4da90580%22	http://localhost/ShopOnline/public/upload/product/dellInspiron-7591-kj2g41.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellInspiron-7591-kj2g41de56.jpg	(from http://localhost/ShopOnline/home)
21:20:52	19743/19743	---M--	200	added ('OK')	image/jpeg	etag:%224d1f-59a7f51f3a780%22	http://localhost/ShopOnline/public/upload/product/dell-inspiron-5480-n5480a.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell-inspiron-5480-n5480ade56.jpg	(from http://localhost/ShopOnline/home)
21:20:53	51536/51536	---M--	200	added ('OK')	image/jpeg	etag:%22c950-59a7f3af1c300%22	http://localhost/ShopOnline/public/upload/product/dellinspiron3480n4i5107w.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellinspiron3480n4i5107wde56.jpg	(from http://localhost/ShopOnline/home)
21:20:57	24813/24813	---M--	200	added ('OK')	image/jpeg	etag:%2260ed-59a97b495ab00%22	http://localhost/ShopOnline/public/upload/product/chu_t-gaming-logitech-g603-lightspeed-wireless.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/chu_t-gaming-logitech-g603-lightspeed-wirelessde56.jpg	(from http://localhost/ShopOnline/home)
21:20:57	28900/28900	---M--	200	added ('OK')	image/jpeg	etag:%2270e4-59a7f87f41e00%22	http://localhost/ShopOnline/public/upload/product/dellinspiron3593-70197459.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellinspiron3593-70197459de56.jpg	(from http://localhost/ShopOnline/home)
21:20:58	102658/102658	---M--	200	added ('OK')	image/png	etag:%2219102-59a73ab18d080%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2018-grey-256gb-mre92.png?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2018-grey-256gb-mre92de56.png	(from http://localhost/ShopOnline/home)
21:20:59	14769/14769	---M--	200	added ('OK')	image/jpeg	etag:%2239b1-59a97b3a18700%22	http://localhost/ShopOnline/public/upload/product/chuotlogitechg102.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/chuotlogitechg102de56.jpg	(from http://localhost/ShopOnline/home)
21:21:01	22182/22182	---M--	200	added ('OK')	image/jpeg	etag:%2256a6-59a7f40c91f80%22	http://localhost/ShopOnline/public/upload/product/dell_xps_15_7580.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell_xps_15_7580de56.jpg	(from http://localhost/ShopOnline/home)
21:21:06	127055/127055	---M--	200	added ('OK')	image/png	etag:%221f04f-59a7f4bc0bd80%22	http://localhost/ShopOnline/public/upload/product/dell-inspiron-n3476-c4i51121w-1.png?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell-inspiron-n3476-c4i51121w-1de56.png	(from http://localhost/ShopOnline/home)
21:21:09	52393/52393	---M--	200	added ('OK')	image/jpeg	etag:%22cca9-59a9859b08380%22	http://localhost/ShopOnline/public/upload/product/mtp62_vw_34fr_watch-40-alum-spacegray-nc-5s_vw_34fr_wf_co_geo_sg.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mtp62_vw_34fr_watch-40-alum-spacegray-nc-5s_vw_34fr_wf_co_geo_sgde56.jpg	(from http://localhost/ShopOnline/home)
21:21:09	68053/68053	---M--	200	added ('OK')	image/jpeg	etag:%22109d5-59a73b3528700%22	http://localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_us.jpg?time=1577801633	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_usde56.jpg	(from http://localhost/ShopOnline/home)
21:21:14	49973/49973	---M--	200	added ('OK')	image/png	etag:%22c335-59a73a70b3780%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-grey-256_mvfj2.png?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-grey-256_mvfj2fe48.png	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:16	47811/47811	---M--	200	added ('OK')	image/png	etag:%22bac3-59a73a1155680%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_1.png?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_1fe48.png	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:17	47811/47811	---M--	200	added ('OK')	image/png	etag:%22bac3-59a739f4b9300%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1.png?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1fe48.png	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:18	102658/102658	---M--	200	added ('OK')	image/png	etag:%2219102-59a73ab18d080%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2018-grey-256gb-mre92.png?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2018-grey-256gb-mre92fe48.png	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:20	18177/18177	---M--	200	added ('OK')	image/jpeg	etag:%224701-59a739bd69080%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-silver-mrea2.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-silver-mrea2fe48.jpg	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:21	28707/28707	---M--	200	added ('OK')	image/jpeg	etag:%227023-59a739992bb00%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-mree2.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-mree2fe48.jpg	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:22	49973/49973	---M--	200	added ('OK')	image/png	etag:%22c335-59a739d44c680%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-grey-1.png?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-grey-1fe48.png	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:25	22182/22182	---M--	200	added ('OK')	image/jpeg	etag:%2256a6-59a7f40c91f80%22	http://localhost/ShopOnline/public/upload/product/dell_xps_15_7580.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell_xps_15_7580fe48.jpg	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:27	43055/43055	---M--	200	added ('OK')	image/jpeg	etag:%22a82f-59a7395ff3400%22	http://localhost/ShopOnline/public/upload/product/macbook-air-mqd32_3.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-mqd32_3fe48.jpg	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:28	64495/64495	---M--	200	added ('OK')	image/jpeg	etag:%22fbef-59a7397306100%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-gold-1.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-gold-1fe48.jpg	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:33	68053/68053	---M--	200	added ('OK')	image/jpeg	etag:%22109d5-59a73b3528700%22	http://localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_us.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_usfe48.jpg	(from http://localhost/ShopOnline/category/1-macbookair.html)
21:21:34	52393/52393	---M--	200	added ('OK')	image/jpeg	etag:%22cca9-59a9859b08380%22	http://localhost/ShopOnline/public/upload/product/mtp62_vw_34fr_watch-40-alum-spacegray-nc-5s_vw_34fr_wf_co_geo_sg.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mtp62_vw_34fr_watch-40-alum-spacegray-nc-5s_vw_34fr_wf_co_geo_sgfe48.jpg	(from http://localhost/ShopOnline/category/2-macbookpro.html)
21:21:36	48831/48831	---M--	200	added ('OK')	image/jpeg	etag:%22bebf-59a73afdd8480%22	http://localhost/ShopOnline/public/upload/product/mbp13-gray_128gn-mpxq2.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13-gray_128gn-mpxq2fe48.jpg	(from http://localhost/ShopOnline/category/2-macbookpro.html)
21:21:37	19743/19743	---M--	200	added ('OK')	image/jpeg	etag:%224d1f-59a7f51f3a780%22	http://localhost/ShopOnline/public/upload/product/dell-inspiron-5480-n5480a.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell-inspiron-5480-n5480a81fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:37	68241/68241	---M--	200	added ('OK')	image/jpeg	etag:%2210a91-59a73c2393980%22	http://localhost/ShopOnline/public/upload/product/mbp13touch-silver-37cu-256gb_geo_us_4.jpg?time=1577801637	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13touch-silver-37cu-256gb_geo_us_4fe48.jpg	(from http://localhost/ShopOnline/category/2-macbookpro.html)
21:21:38	28900/28900	---M--	200	added ('OK')	image/jpeg	etag:%2270e4-59a7f87f41e00%22	http://localhost/ShopOnline/public/upload/product/dellinspiron3593-70197459.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellinspiron3593-7019745981fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:39	19676/19676	---M--	200	added ('OK')	image/jpeg	etag:%224cdc-59a7f4da90580%22	http://localhost/ShopOnline/public/upload/product/dellInspiron-7591-kj2g41.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellInspiron-7591-kj2g4181fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:42	27286/27286	---M--	200	added ('OK')	image/jpeg	etag:%226a96-59a7f47761b80%22	http://localhost/ShopOnline/public/upload/product/dellvostro5581a-p77f001.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro5581a-p77f00181fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:44	31504/31504	---M--	200	added ('OK')	image/jpeg	etag:%227b10-59a7f458dd380%22	http://localhost/ShopOnline/public/upload/product/inspiron-3481-laptopnew1.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/inspiron-3481-laptopnew181fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:46	22182/22182	---M--	200	added ('OK')	image/jpeg	etag:%2256a6-59a7f40c91f80%22	http://localhost/ShopOnline/public/upload/product/dell_xps_15_7580.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell_xps_15_758081fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:53	55366/55366	---M--	200	added ('OK')	image/jpeg	etag:%22d846-59a7f3cbb8680%22	http://localhost/ShopOnline/public/upload/product/dellvostro15-5581-vrf6j1.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro15-5581-vrf6j181fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:53	85065/85065	---M--	200	added ('OK')	image/jpeg	etag:%2214c49-59a7f43e29480%22	http://localhost/ShopOnline/public/upload/product/dell-inspiron-3593-70197457-i5-1035g1.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell-inspiron-3593-70197457-i5-1035g181fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:54	51536/51536	---M--	200	added ('OK')	image/jpeg	etag:%22c950-59a7f3af1c300%22	http://localhost/ShopOnline/public/upload/product/dellinspiron3480n4i5107w.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellinspiron3480n4i5107w81fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:55	14016/14016	---M--	200	added ('OK')	image/jpeg	etag:%2236c0-59a7f39097b00%22	http://localhost/ShopOnline/public/upload/product/dellvostro346870161069jpg.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro346870161069jpg81fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:56	16729/16729	---M--	200	added ('OK')	image/jpeg	etag:%224159-59a7f36a72100%22	http://localhost/ShopOnline/public/upload/product/delllatitude7490.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/delllatitude749081fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:57	127055/127055	---M--	200	added ('OK')	image/png	etag:%221f04f-59a7f4bc0bd80%22	http://localhost/ShopOnline/public/upload/product/dell-inspiron-n3476-c4i51121w-1.png?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell-inspiron-n3476-c4i51121w-181fe.png	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:58	27545/27545	---M--	200	added ('OK')	image/jpeg	etag:%226b99-59a7f3538eb00%22	http://localhost/ShopOnline/public/upload/product/dellvostro155581.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro15558181fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:21:59	24502/24502	---M--	200	added ('OK')	image/jpeg	etag:%225fb6-59a7f33cab500%22	http://localhost/ShopOnline/public/upload/product/dellinspiron14n3480-8145.jpg?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellinspiron14n3480-814581fe.jpg	(from http://localhost/ShopOnline/group/2-dell.html)
21:22:04	47811/47811	---M--	200	added ('OK')	image/png	etag:%22bac3-59a73a1155680%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_1.png?time=1577801640	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_181fe.png	(from http://localhost/ShopOnline/group/2-dell.html)
21:22:05	47811/47811	---M--	200	added ('OK')	image/png	etag:%22bac3-59a73a1155680%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_1.png?time=1577801641	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_14b81.png	(from http://localhost/ShopOnline/category/4-vostro.html)
21:22:06	15472/15472	---M--	200	added ('OK')	image/jpeg	etag:%223c70-59a9785f94b80%22	http://localhost/ShopOnline/public/upload/product/Applemagicmouse2MRME2.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/Applemagicmouse2MRME2c0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:08	14769/14769	---M--	200	added ('OK')	image/jpeg	etag:%2239b1-59a97b3a18700%22	http://localhost/ShopOnline/public/upload/product/chuotlogitechg102.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/chuotlogitechg102c0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:08	52393/52393	---M--	200	added ('OK')	image/jpeg	etag:%22cca9-59a9859b08380%22	http://localhost/ShopOnline/public/upload/product/mtp62_vw_34fr_watch-40-alum-spacegray-nc-5s_vw_34fr_wf_co_geo_sg.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mtp62_vw_34fr_watch-40-alum-spacegray-nc-5s_vw_34fr_wf_co_geo_sgc0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:08	11504/11504	---M--	200	added ('OK')	image/jpeg	etag:%222cf0-59a97833b6400%22	http://localhost/ShopOnline/public/upload/product/applemousemagicmouse2.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/applemousemagicmouse2c0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:09	68053/68053	---M--	200	added ('OK')	image/jpeg	etag:%22109d5-59a73b3528700%22	http://localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_us.jpg?time=1577801641	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_us4b81.jpg	(from http://localhost/ShopOnline/category/4-vostro.html)
21:22:12	24813/24813	---M--	200	added ('OK')	image/jpeg	etag:%2260ed-59a97b495ab00%22	http://localhost/ShopOnline/public/upload/product/chu_t-gaming-logitech-g603-lightspeed-wireless.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/chu_t-gaming-logitech-g603-lightspeed-wirelessc0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:13	27334/27334	---M--	200	added ('OK')	image/jpeg	etag:%226ac6-59a97b251d580%22	http://localhost/ShopOnline/public/upload/product/logitechg502hero.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/logitechg502heroc0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:13	22182/22182	---M--	200	added ('OK')	image/jpeg	etag:%2256a6-59a7f40c91f80%22	http://localhost/ShopOnline/public/upload/product/dell_xps_15_7580.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell_xps_15_7580c0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:13	28062/28062	---M--	200	added ('OK')	image/jpeg	etag:%226d9e-59a97af93ee00%22	http://localhost/ShopOnline/public/upload/product/logitechg903.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/logitechg903c0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:15	19335/19335	---MC-	302	error ('Found')	text/html	date:Tue,%2031%20Dec%202019%2014:22:13%20GMT	http://localhost/ShopOnline/cart/order/checkout	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/cart/order/checkout.122.delayed	(from http://localhost/ShopOnline/cart)
21:22:16	18772/18772	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Dec%202019%2014:22:15%20GMT	http://localhost/ShopOnline/cart/order/.	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/cart/order/.html	(from http://localhost/ShopOnline/cart)
21:22:20	27334/27334	---M--	200	added ('OK')	image/jpeg	etag:%226ac6-59a97b251d580%22	http://localhost/ShopOnline/public/upload/product/logitechg502hero.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/logitechg502hero5631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:21	47811/47811	---M--	200	added ('OK')	image/png	etag:%22bac3-59a73a1155680%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_1.png?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1_1c0ba.png	(from http://localhost/ShopOnline/livesport)
21:22:21	28062/28062	---M--	200	added ('OK')	image/jpeg	etag:%226d9e-59a97af93ee00%22	http://localhost/ShopOnline/public/upload/product/logitechg903.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/logitechg9035631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:22	15472/15472	---M--	200	added ('OK')	image/jpeg	etag:%223c70-59a9785f94b80%22	http://localhost/ShopOnline/public/upload/product/Applemagicmouse2MRME2.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/Applemagicmouse2MRME25631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:22	68053/68053	---M--	200	added ('OK')	image/jpeg	etag:%22109d5-59a73b3528700%22	http://localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_us.jpg?time=1577801645	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13touch-muhp2-256-2019_geo_usc0ba.jpg	(from http://localhost/ShopOnline/group/3-chuot.html)
21:22:23	11504/11504	---M--	200	added ('OK')	image/jpeg	etag:%222cf0-59a97833b6400%22	http://localhost/ShopOnline/public/upload/product/applemousemagicmouse2.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/applemousemagicmouse25631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:26	27286/27286	---M--	200	added ('OK')	image/jpeg	etag:%226a96-59a7f47761b80%22	http://localhost/ShopOnline/public/upload/product/dellvostro5581a-p77f001.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro5581a-p77f0015631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:27	31504/31504	---M--	200	added ('OK')	image/jpeg	etag:%227b10-59a7f458dd380%22	http://localhost/ShopOnline/public/upload/product/inspiron-3481-laptopnew1.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/inspiron-3481-laptopnew15631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:28	14016/14016	---M--	200	added ('OK')	image/jpeg	etag:%2236c0-59a7f39097b00%22	http://localhost/ShopOnline/public/upload/product/dellvostro346870161069jpg.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro346870161069jpg5631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:32	55366/55366	---M--	200	added ('OK')	image/jpeg	etag:%22d846-59a7f3cbb8680%22	http://localhost/ShopOnline/public/upload/product/dellvostro15-5581-vrf6j1.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro15-5581-vrf6j15631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:32	27545/27545	---M--	200	added ('OK')	image/jpeg	etag:%226b99-59a7f3538eb00%22	http://localhost/ShopOnline/public/upload/product/dellvostro155581.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellvostro1555815631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:32	24502/24502	---M--	200	added ('OK')	image/jpeg	etag:%225fb6-59a7f33cab500%22	http://localhost/ShopOnline/public/upload/product/dellinspiron14n3480-8145.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dellinspiron14n3480-81455631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:36	85065/85065	---M--	200	added ('OK')	image/jpeg	etag:%2214c49-59a7f43e29480%22	http://localhost/ShopOnline/public/upload/product/dell-inspiron-3593-70197457-i5-1035g1.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/dell-inspiron-3593-70197457-i5-1035g15631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:40	48831/48831	---M--	200	added ('OK')	image/jpeg	etag:%22bebf-59a73afdd8480%22	http://localhost/ShopOnline/public/upload/product/mbp13-gray_128gn-mpxq2.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13-gray_128gn-mpxq25631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:40	47811/47811	---M--	200	added ('OK')	image/png	etag:%22bac3-59a739f4b9300%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-1.png?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-2019-silver-15631.png	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:40	28707/28707	---M--	200	added ('OK')	image/jpeg	etag:%227023-59a739992bb00%22	http://localhost/ShopOnline/public/upload/product/macbook-air-13-mree2.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/macbook-air-13-mree25631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:42	22527/22527	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Dec%202019%2014:22:40%20GMT	http://localhost/ShopOnline/type/1-san-pham-order&page=2	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/type/1-san-pham-order&page=2.html	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:42	3743/3743	---M--	200	added ('OK')	text/css	etag:%22e9f-52e4b2358cb80%22	http://localhost/ShopOnline/public/content/style.css	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/content/style.css	(from http://localhost/ShopOnline/product/1-macbookair13inch.html)
21:22:43	68241/68241	---M--	200	added ('OK')	image/jpeg	etag:%2210a91-59a73c2393980%22	http://localhost/ShopOnline/public/upload/product/mbp13touch-silver-37cu-256gb_geo_us_4.jpg?time=1577801699	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/upload/product/mbp13touch-silver-37cu-256gb_geo_us_45631.jpg	(from http://localhost/ShopOnline/type/1-san-pham-order.html)
21:22:45	4339/4339	---M--	200	added ('OK')	application/javascript	etag:%2210f3-523c826446080%22	http://localhost/ShopOnline/public/content/imagezoom.js	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/content/imagezoom.js	(from http://localhost/ShopOnline/product/1-macbookair13inch.html)
21:22:46	53217/53217	---MC-	200	added ('OK')	text/html	date:Tue,%2031%20Dec%202019%2014:22:42%20GMT	http://localhost/ShopOnline/index.php?p=subcategory&idCate=1&idSubCate=1	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/index565b.html	(from http://localhost/ShopOnline/product/1-macbookair13inch.html)
21:22:47	6884/6884	---M--	200	added ('OK')	text/css	etag:%221ae4-52e4ac1f3ef00%22	http://localhost/ShopOnline/public/content/flexslider.css	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/public/content/flexslider.css	(from http://localhost/ShopOnline/product/1-macbookair13inch.html)
21:22:47	1/1	---M--	302	error ('Found')	text/html	date:Tue,%2031%20Dec%202019%2014:22:47%20GMT	http://localhost/ShopOnline/cart/add/1	C:/Users/ACER/Desktop/trade/trade/localhost/ShopOnline/cart/add/1	(from http://localhost/ShopOnline/product/1-macbookair13inch.html)
